"State","AreaName","edu.total","edu.males","edu.females","m_no_school","m_hs","m_bs","m_ms","m_phd","f_no_school","f_hs","f_bs","f_ms","f_phd","year","cause","amt_death","AADR"
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Suicide",425,14.71
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Cancer",5379,163.05
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Kidney Disease",594,17.35
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Parkinsons disease",307,9.34
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Pneumonitis due to solids and liquids",203,5.82
"KS","Kansas",1869698,912975,956723,8306,257676,179350,66578,13162,7540,247907,194870,84335,8717,2013,"Septicemia",364,10.79
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Unintentional Injuries",1730,43.29
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"All Causes",39321,1004.1
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Alzheimers disease",728,19.28
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Homicide",210,5.11
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Stroke",2710,70.36
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Chronic liver disease and cirrhosis",386,9.55
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"CLRD",2327,59
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Diabetes",1133,28.76
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Diseases of Heart",12098,310.86
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Essential hypertension and hypertensive renal disease",200,5.18
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Influenza and pneumonia",1198,31.31
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Suicide",470,11.62
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Cancer",8925,224.22
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Kidney Disease",685,17.66
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Parkinsons disease",180,4.67
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Pneumonitis due to solids and liquids",296,7.79
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,1999,"Septicemia",571,14.7
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Unintentional Injuries",1838,45.65
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"All Causes",39504,998.6
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Alzheimers disease",845,22.11
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Homicide",204,5.02
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Stroke",2637,67.73
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Chronic liver disease and cirrhosis",370,9.07
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"CLRD",2170,54.75
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Diabetes",1107,27.87
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Diseases of Heart",11936,303.59
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Essential hypertension and hypertensive renal disease",219,5.6
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Influenza and pneumonia",1157,29.88
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Suicide",521,12.78
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Cancer",9207,228.66
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Kidney Disease",756,19.28
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Parkinsons disease",224,5.79
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Pneumonitis due to solids and liquids",312,8.09
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2000,"Septicemia",608,15.45
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Unintentional Injuries",1990,49.05
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"All Causes",39861,997.1
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Alzheimers disease",966,25.09
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Homicide",221,5.38
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Stroke",2557,65.17
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Chronic liver disease and cirrhosis",387,9.32
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"CLRD",2265,56.63
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Diabetes",1099,27.3
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Diseases of Heart",11808,297.28
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Essential hypertension and hypertensive renal disease",192,4.87
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Influenza and pneumonia",1114,28.55
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Suicide",495,12.05
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Cancer",9358,229.66
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Kidney Disease",807,20.37
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Parkinsons disease",222,5.7
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Pneumonitis due to solids and liquids",303,7.78
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2001,"Septicemia",606,15.19
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Unintentional Injuries",2090,51.26
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"All Causes",40697,1009.7
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Alzheimers disease",1013,26.31
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Homicide",195,4.76
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Stroke",2554,64.87
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Chronic liver disease and cirrhosis",377,8.93
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"CLRD",2401,59.33
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Diabetes",1265,31.13
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Diseases of Heart",11696,292.22
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Essential hypertension and hypertensive renal disease",221,5.62
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Influenza and pneumonia",1236,31.53
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Suicide",540,13.03
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Cancer",9438,228.56
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Kidney Disease",813,20.41
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Parkinsons disease",224,5.73
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Pneumonitis due to solids and liquids",320,8.21
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2002,"Septicemia",606,15.08
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Unintentional Injuries",2270,55.23
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"All Causes",40241,986.4
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Alzheimers disease",1072,27.67
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Homicide",193,4.71
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Stroke",2442,61.34
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Chronic liver disease and cirrhosis",353,8.28
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"CLRD",2391,58.44
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Diabetes",1296,31.56
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Diseases of Heart",11319,279.24
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Essential hypertension and hypertensive renal disease",266,6.72
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Influenza and pneumonia",1033,26.05
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Suicide",567,13.56
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Cancer",9378,223.67
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Kidney Disease",838,20.8
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Parkinsons disease",263,6.63
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Pneumonitis due to solids and liquids",300,7.61
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2003,"Septicemia",565,13.88
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Unintentional Injuries",2260,54.77
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"All Causes",38646,935.3
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Alzheimers disease",982,25.1
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Homicide",228,5.52
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Stroke",2339,58.02
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Chronic liver disease and cirrhosis",355,8.11
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"CLRD",2265,54.77
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Diabetes",1195,28.62
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Diseases of Heart",10465,254.83
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Essential hypertension and hypertensive renal disease",310,7.67
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Influenza and pneumonia",965,24.06
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Suicide",560,13.27
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Cancer",9159,215.48
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Kidney Disease",827,20.33
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Parkinsons disease",254,6.39
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Pneumonitis due to solids and liquids",303,7.67
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2004,"Septicemia",573,13.82
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Unintentional Injuries",2405,57.38
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"All Causes",40223,954.7
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Alzheimers disease",1147,28.66
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Homicide",222,5.36
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Stroke",2168,52.5
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Chronic liver disease and cirrhosis",380,8.52
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"CLRD",2578,60.96
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Diabetes",1187,27.83
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Diseases of Heart",10782,257.33
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Essential hypertension and hypertensive renal disease",353,8.58
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Influenza and pneumonia",1021,24.92
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Suicide",566,13.39
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Cancer",9505,219.06
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Kidney Disease",912,21.89
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Parkinsons disease",267,6.58
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Pneumonitis due to solids and liquids",310,7.69
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2005,"Septicemia",585,13.94
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2006,"Unintentional Injuries",2446,57.94
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2006,"All Causes",40102,932.3
"KY","Kentucky",2955216,1424289,1530927,17978,504122,187681,76806,16677,14859,489731,198873,119311,11125,2006,"Alzheimers disease",1153,28.12
